,LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Count,Gender,Age,Under 30,Married,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,churn_encoded
143,612848,2636-SJDOU,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,1.0,Male,34.0,No,No,0.0,TYXCIP1368,United States,California,Seal Beach,90740.0,"33.75462, -118.071128",33.75462,-118.071128,0
144,547995,1131-QQZEB,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,1.0,Male,66.0,No,Yes,0.0,WWGYRS9491,United States,California,Sunset Beach,90742.0,"33.719221, -118.073596",33.719221,-118.073596,0
146,236990,6837-BJYDQ,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,1.0,Male,42.0,No,No,0.0,BMAMCK1935,United States,California,Wilmington,90744.0,"33.782068, -118.262263",33.782068,-118.262263,0
147,876426,2135-RXIHG,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1.0,Male,63.0,No,No,0.0,ZSXIVE2749,United States,California,Carson,90745.0,"33.822295, -118.26411",33.822295,-118.26411,1
149,651326,3466-BYAVD,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,1.0,Male,50.0,No,Yes,1.0,ISIHMR4542,United States,California,Long Beach,90802.0,"33.752524, -118.210737",33.752524,-118.210737,0
150,672168,3780-YVMFA,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,1.0,Female,33.0,No,Yes,1.0,IHPPSR5143,United States,California,Long Beach,90803.0,"33.760458, -118.129725",33.760458,-118.129725,0
154,533783,3077-RSNTJ,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,1.0,Female,29.0,Yes,Yes,3.0,QVTKOO5415,United States,California,Long Beach,90807.0,"33.830099, -118.182239",33.830099,-118.182239,0
155,654270,6551-GNYDG,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,1.0,Female,33.0,No,Yes,1.0,FYDXRH7132,United States,California,Long Beach,90808.0,"33.823943, -118.111335",33.823943,-118.111335,0
156,579279,9167-APMXZ,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,1.0,Female,23.0,Yes,No,0.0,EKVNGV5916,United States,California,Long Beach,90810.0,"33.819814, -118.222416",33.819814,-118.222416,0
159,909340,7554-NEWDD,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,1.0,Male,44.0,No,No,0.0,DDBGEE7984,United States,California,Long Beach,90815.0,"33.797638, -118.11662",33.797638,-118.11662,0
160,149991,8992-VONJD,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,1.0,Female,63.0,No,No,1.0,TBMHCL9977,United States,California,Long Beach,90822.0,"33.778436, -118.118648",33.778436,-118.118648,0
162,760859,4482-EWFMI,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,1.0,Female,54.0,No,No,0.0,NTXUSH9137,United States,California,Arcadia,91006.0,"34.137319, -118.029837",34.137319,-118.029837,0
163,733608,4648-YPBTM,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,1.0,Male,35.0,No,No,0.0,ABGYQR7567,United States,California,Arcadia,91007.0,"34.128284, -118.047732",34.128284,-118.047732,0
165,110125,6345-FZOQH,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,1.0,Male,40.0,No,Yes,0.0,BNRSGT9228,United States,California,La Canada Flintridge,91011.0,"34.234912, -118.153729",34.234912,-118.153729,0
167,530425,5997-OPVFA,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,1.0,Male,39.0,No,Yes,0.0,LYFWQZ3568,United States,California,Montrose,91020.0,"34.2112, -118.230625",34.2112,-118.230625,0
168,502482,3445-HXXGF,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1.0,Male,66.0,No,Yes,0.0,AXYPBL9658,United States,California,Sierra Madre,91024.0,"34.168686, -118.057505",34.168686,-118.057505,1
169,395046,1159-WFSGR,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,1.0,Female,59.0,No,Yes,2.0,FATPLY1639,United States,California,South Pasadena,91030.0,"34.110444, -118.156957",34.110444,-118.156957,0
170,942902,7654-YWJUF,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,1.0,Male,61.0,No,Yes,0.0,FFNTXD7667,United States,California,Sunland,91040.0,"34.282704, -118.312929",34.282704,-118.312929,0
172,189611,6727-IOTLZ,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,1.0,Male,48.0,No,Yes,0.0,RXDGBF1558,United States,California,Pasadena,91101.0,"34.146635, -118.139225",34.146635,-118.139225,0
173,939846,0691-JVSYA,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1.0,Female,24.0,Yes,Yes,0.0,IEEWQB1385,United States,California,Pasadena,91103.0,"34.167465, -118.165327",34.167465,-118.165327,1
174,483811,5918-VUKWP,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,1.0,Female,61.0,No,No,0.0,EBWZRM6943,United States,California,Pasadena,91104.0,"34.165383, -118.123752",34.165383,-118.123752,0
175,674370,1744-JHKYS,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,1.0,Female,49.0,No,Yes,0.0,ABDRFJ3934,United States,California,Pasadena,91105.0,"34.13946, -118.166649",34.13946,-118.166649,0
178,580232,5947-SGKCL,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,1.0,Female,19.0,Yes,Yes,3.0,JGCMIR5926,United States,California,San Marino,91108.0,"34.122671, -118.112911",34.122671,-118.112911,0
179,429119,3712-PKXZA,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,1.0,Male,22.0,Yes,Yes,0.0,DRKDTT3772,United States,California,Glendale,91201.0,"34.17051, -118.289463",34.17051,-118.289463,0
180,779486,6317-YPKDH,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1.0,Female,54.0,No,No,0.0,AJWKAH2336,United States,California,Glendale,91202.0,"34.167926, -118.267539",34.167926,-118.267539,1
181,415067,6582-OIVSP,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,1.0,Female,25.0,Yes,No,0.0,ZKRXVG5744,United States,California,Glendale,91203.0,"34.153338, -118.262974",34.153338,-118.262974,0
185,463719,1024-GUALD,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1.0,Female,29.0,Yes,Yes,0.0,ZVLKWB2766,United States,California,Glendale,91207.0,"34.182378, -118.262922",34.182378,-118.262922,1
186,921899,4827-USJHP,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,1.0,Male,45.0,No,No,0.0,TIEQWL6778,United States,California,Glendale,91208.0,"34.195386, -118.238508",34.195386,-118.238508,0
187,605052,8167-GJLRN,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,1.0,Male,19.0,Yes,No,0.0,EFMECS9391,United States,California,La Crescenta,91214.0,"34.239636, -118.245259",34.239636,-118.245259,0
188,467635,0956-SYCWG,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,1.0,Female,61.0,No,No,0.0,DQTXTP5141,United States,California,Agoura Hills,91301.0,"34.129058, -118.759788",34.129058,-118.759788,0
189,186454,8017-UVSZU,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,1.0,Female,62.0,No,Yes,0.0,FXPDDS9741,United States,California,Calabasas,91302.0,"34.130861, -118.68346",34.130861,-118.68346,0
195,322613,2604-IJPDU,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,1.0,Female,32.0,No,Yes,0.0,SVXYMF4385,United States,California,Encino,91316.0,"34.150354, -118.518292",34.150354,-118.518292,0
196,206921,9178-JHUVJ,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,1.0,Male,19.0,Yes,Yes,3.0,ZXUHTK6885,United States,California,Newbury Park,91320.0,"34.172071, -118.946262",34.172071,-118.946262,0
197,998790,6168-YBYNP,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,1.0,Male,19.0,Yes,No,0.0,CJTKJV9135,United States,California,Newhall,91321.0,"34.370378, -118.504118",34.370378,-118.504118,0
198,868830,7255-SSFBC,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,1.0,Male,42.0,No,Yes,3.0,IXLVCM8525,United States,California,Northridge,91324.0,"34.238208, -118.55029",34.238208,-118.55029,0
199,194764,3645-DEYGF,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,1.0,Male,29.0,Yes,No,1.0,SOTWQD4155,United States,California,Northridge,91325.0,"34.236683, -118.517588",34.236683,-118.517588,0
200,731510,9323-HGFWY,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,1.0,Female,55.0,No,Yes,0.0,RKNDVR6928,United States,California,Porter Ranch,91326.0,"34.281911, -118.556218",34.281911,-118.556218,0
201,520576,8544-GOQSH,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,1.0,Female,51.0,No,No,0.0,FRYHFI8143,United States,California,Pacoima,91331.0,"34.255442, -118.421314",34.255442,-118.421314,0
202,204477,3363-DTIVD,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,1.0,Male,55.0,No,Yes,3.0,FSHHDY6521,United States,California,Reseda,91335.0,"34.200175, -118.540958",34.200175,-118.540958,0
203,307982,7018-WBJNK,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,1.0,Male,55.0,No,No,3.0,BADPGT9384,United States,California,San Fernando,91340.0,"34.286131, -118.435969",34.286131,-118.435969,0
204,817102,9142-KZXOP,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,1.0,Male,41.0,No,No,0.0,GMFBUJ1589,United States,California,Sylmar,91342.0,"34.321621, -118.399841",34.321621,-118.399841,0
205,184747,7674-YTAFD,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,1.0,Female,64.0,No,No,0.0,KYKMWW5565,United States,California,North Hills,91343.0,"34.238802, -118.482296",34.238802,-118.482296,0
209,894742,1347-KTTTA,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,1.0,Male,22.0,Yes,Yes,0.0,FIDVQO8424,United States,California,Canyon Country,91351.0,"34.422519, -118.420717",34.422519,-118.420717,0
210,798012,7841-TZDMQ,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1.0,Male,19.0,Yes,No,0.0,APMSRG2452,United States,California,Sun Valley,91352.0,"34.231053, -118.338307",34.231053,-118.338307,1
211,611526,4195-NZGTA,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,1.0,Female,40.0,No,No,0.0,ZXXQIH3684,United States,California,Valencia,91354.0,"34.457005, -118.573726",34.457005,-118.573726,0
212,108844,7157-SMCFK,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,1.0,Male,32.0,No,No,2.0,DOWXZU9316,United States,California,Valencia,91355.0,"34.43987, -118.644609",34.43987,-118.644609,0
214,869283,2504-DSHIH,Yes,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,1.0,Male,66.0,No,Yes,0.0,UUAXGL9937,United States,California,Thousand Oaks,91360.0,"34.214054, -118.88109",34.214054,-118.88109,0
215,184490,0699-NDKJM,No,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,1.0,Female,45.0,No,Yes,0.0,RMUGOS6324,United States,California,Westlake Village,91361.0,"34.130992, -118.894673",34.130992,-118.894673,0
217,594626,0230-WEQUW,No,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,1.0,Male,38.0,No,Yes,0.0,FFELSV7337,United States,California,Woodland Hills,91364.0,"34.153733, -118.593408",34.153733,-118.593408,0
219,400985,6496-JDSSB,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,1.0,Female,24.0,Yes,No,0.0,IERBYN8187,United States,California,Oak Park,91377.0,"34.19225, -118.776874",34.19225,-118.776874,0
221,399179,4443-EMBNA,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,1.0,Female,55.0,No,Yes,0.0,OAPFQT5512,United States,California,Castaic,91384.0,"34.506627, -118.699048",34.506627,-118.699048,0
223,681081,0742-MOABM,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,1.0,Male,50.0,No,Yes,0.0,WLVJTY4141,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,1
224,875295,5961-VUSRV,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,1.0,Female,53.0,No,No,0.0,OIZNVV2554,United States,California,Sherman Oaks,91403.0,"34.147149, -118.463365",34.147149,-118.463365,0
225,548704,6778-JFCMK,No,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,1.0,Male,28.0,Yes,No,0.0,UUBEVO7186,United States,California,Van Nuys,91405.0,"34.202494, -118.448048",34.202494,-118.448048,0
227,406165,2232-DMLXU,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,1.0,Female,22.0,Yes,Yes,0.0,JSZYOI6693,United States,California,Van Nuys,91411.0,"34.17847, -118.459472",34.17847,-118.459472,1
228,894532,4811-JBUVU,No,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,1.0,Male,62.0,No,No,0.0,YZKJKN8123,United States,California,Sherman Oaks,91423.0,"34.146957, -118.432138",34.146957,-118.432138,0
230,978617,2651-ZCBXV,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,No,1.0,Male,49.0,No,No,0.0,WRLTWG1548,United States,California,Burbank,91501.0,"34.188339, -118.300942",34.188339,-118.300942,0
231,195368,3316-UWXUY,No,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,1.0,Male,64.0,No,No,0.0,CHAKJN2568,United States,California,Burbank,91502.0,"34.177267, -118.31003",34.177267,-118.31003,0
233,215521,7083-MIOPC,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,No,1.0,Female,62.0,No,No,0.0,VOPTFB9316,United States,California,Burbank,91505.0,"34.174215, -118.345928",34.174215,-118.345928,0
234,495136,1984-GPTEH,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.0,No,1.0,Female,47.0,No,No,0.0,SUESIV2733,United States,California,Burbank,91506.0,"34.169706, -118.323548",34.169706,-118.323548,0
235,581131,1251-KRREG,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,1.0,Male,22.0,Yes,No,0.0,UURXEG5569,United States,California,North Hollywood,91601.0,"34.1692, -118.372498",34.1692,-118.372498,1
236,467510,0621-JFHOL,No,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,1.0,Female,41.0,No,No,0.0,SXEPQZ9158,United States,California,North Hollywood,91602.0,"34.15136, -118.364786",34.15136,-118.364786,0
237,698011,9903-LYSAB,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,1.0,Male,42.0,No,Yes,0.0,ZIDEVV5638,United States,California,Studio City,91604.0,"34.139082, -118.39275",34.139082,-118.39275,0
239,813388,9227-UAQFT,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,No,1.0,Male,40.0,No,No,0.0,TAOJET6667,United States,California,North Hollywood,91606.0,"34.187599, -118.387125",34.187599,-118.387125,0
240,434125,7301-ABVAD,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,1.0,Female,37.0,No,No,0.0,KSBVHO8794,United States,California,Valley Village,91607.0,"34.165783, -118.399795",34.165783,-118.399795,0
241,436017,6614-FHDBO,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,1.0,Male,49.0,No,No,0.0,SGXCES3934,United States,California,Rancho Cucamonga,91701.0,"34.132275, -117.611478",34.132275,-117.611478,0
243,490479,9058-HRZSV,Yes,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,1.0,Female,77.0,No,Yes,0.0,DWNVMP7573,United States,California,Baldwin Park,91706.0,"34.098275, -117.967399",34.098275,-117.967399,0
244,386744,4522-AKYLR,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,1.0,Female,68.0,No,No,0.0,TGOIWU2194,United States,California,Chino Hills,91709.0,"33.942895, -117.725644",33.942895,-117.725644,0
245,610687,0221-WMXNQ,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,1.0,Male,66.0,No,No,0.0,DHGWTA5787,United States,California,Chino,91710.0,"33.990646, -117.663025",33.990646,-117.663025,0
246,158626,0303-UNCIP,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,No,1.0,Male,35.0,No,No,0.0,DEWJQM5574,United States,California,Claremont,91711.0,"34.127621, -117.717863",34.127621,-117.717863,0
247,118595,9947-OTFQU,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,1.0,Male,65.0,No,No,0.0,ICTTCG9359,United States,California,Covina,91722.0,"34.097345, -117.906736",34.097345,-117.906736,1
248,514451,0322-YINQP,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,1.0,Male,37.0,No,No,0.0,OVXRRP7224,United States,California,Covina,91723.0,"34.084747, -117.886844",34.084747,-117.886844,1
249,816705,0959-WHOKV,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,No,1.0,Male,28.0,Yes,No,0.0,BAHXZV1733,United States,California,Covina,91724.0,"34.08111, -117.853935",34.08111,-117.853935,0
250,186020,4075-JFPGR,No,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,1.0,Female,27.0,Yes,Yes,0.0,UHHMRT8559,United States,California,Rancho Cucamonga,91730.0,"34.10097, -117.57882",34.10097,-117.57882,0
252,304704,9514-JDSKI,Yes,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,1.0,Male,77.0,No,Yes,0.0,HXBPUB8358,United States,California,El Monte,91732.0,"34.074492, -118.01462",34.074492,-118.01462,1
254,612810,3675-YDUPJ,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,No,1.0,Male,29.0,Yes,No,0.0,VFQTYX3733,United States,California,Rancho Cucamonga,91737.0,"34.245289, -117.642503",34.245289,-117.642503,0
